ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (0 : 11)
4, D, Allo, 3, 1, Down, 0, Ego, 0, , 4/14/2021 8:22:15 PM, (1 : 11)
4, D, Allo, 3, 1, Down, 0, Ego, 0, , 4/14/2021 8:22:16 PM, (5 : 11)
4, D, Allo, 3, 1, Down, 0, Ego, 0, , 4/14/2021 8:22:17 PM, (7 : 11)
4, D, Allo, 3, 1, Right, 0, Ego, 0, , 4/14/2021 8:22:17 PM, (7 : 13)
4, D, Allo, 3, 1, Down, 0, Ego, 0, , 4/14/2021 8:22:18 PM, (9 : 13)
4, D, Allo, 3, 1, Left, 0, Ego, 0, , 4/14/2021 8:22:19 PM, (9 : 8)
4, D, Allo, 3, 1, Down, 0, Ego, 0, , 4/14/2021 8:22:20 PM, (11 : 8)
4, D, Allo, 3, 1, Right, 0, Ego, 0, , 4/14/2021 8:22:20 PM, (11 : 9)
4, D, Allo, 3, 1, Down, 0, Ego, 0, , 4/14/2021 8:22:21 PM, (13 : 9)
4, D, Allo, 3, 1, Right, 0, Ego, 0, , 4/14/2021 8:22:21 PM, (13 : 13)
4, D, Allo, 3, 1, Up, 0, Ego, 0, , 4/14/2021 8:22:22 PM, (11 : 13)
4, D, Allo, 3, 1, Left, 0, Ego, 0, , 4/14/2021 8:22:23 PM, (11 : 11)
4, D, Allo, 3, 1, Right, 1, Ego, 0, , 4/14/2021 8:22:24 PM, (11 : 13)
4, D, Allo, 3, 1, Down, 2, Ego, 0, , 4/14/2021 8:22:24 PM, (13 : 13)
4, D, Allo, 3, 1, Left, 3, Ego, 0, , 4/14/2021 8:22:25 PM, (13 : 9)
4, D, Allo, 3, 1, Up, 4, Ego, 0, , 4/14/2021 8:22:25 PM, (11 : 9)
4, D, Allo, 3, 1, Left, 5, Ego, 0, , 4/14/2021 8:22:26 PM, (11 : 8)
4, D, Allo, 3, 1, Left, 5, Ego, 0, , 4/14/2021 8:22:26 PM, (11 : 7)
4, D, Allo, 3, 1, Down, 5, Ego, 0, , 4/14/2021 8:22:27 PM, (13 : 7)
4, D, Allo, 3, 1, Left, 5, Ego, 0, , 4/14/2021 8:22:27 PM, (13 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Start, 0, Ego, 0, , 4/14/2021 8:22:29 PM, (5 : 5)
4, T, Allo, 3, 1, Left, 0, Ego, 0, , 4/14/2021 8:22:30 PM, (5 : 3)
4, T, Allo, 3, 1, Down, 0, Ego, 0, , 4/14/2021 8:22:31 PM, (9 : 3)
4, T, Allo, 3, 1, Down, 0, Ego, 0, , 4/14/2021 8:22:32 PM, (11 : 3)
4, T, Allo, 3, 1, Left, 0, Ego, 0, , 4/14/2021 8:22:32 PM, (11 : 1)
4, T, Allo, 3, 1, Down, 0, Ego, 0, , 4/14/2021 8:22:33 PM, (13 : 1)
4, T, Allo, 3, 1, Right, 0, Ego, 0, , 4/14/2021 8:22:34 PM, (13 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
4, T, Allo, 3, 2, Start, 0, Ego, 0, , 4/14/2021 8:22:36 PM, (5 : 5)
