ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
7, D, Allo, 5, 1, Down, 0, Ego, 0, , 4/14/2021 8:52:59 PM, (1 : 1)
7, D, Allo, 5, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:00 PM, (1 : 4)
7, D, Allo, 5, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:01 PM, (3 : 4)
7, D, Allo, 5, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:02 PM, (3 : 7)
7, D, Allo, 5, 1, Left, 1, Ego, 0, , 4/14/2021 8:53:03 PM, (3 : 4)
7, D, Allo, 5, 1, Left, 1, Ego, 0, , 4/14/2021 8:53:03 PM, (3 : 3)
7, D, Allo, 5, 1, Down, 1, Ego, 0, , 4/14/2021 8:53:04 PM, (5 : 3)
7, D, Allo, 5, 1, Down, 1, Ego, 0, , 4/14/2021 8:53:04 PM, (7 : 3)
7, D, Allo, 5, 1, Right, 1, Ego, 0, , 4/14/2021 8:53:05 PM, (7 : 5)
7, D, Allo, 5, 1, Up, 1, Ego, 0, , 4/14/2021 8:53:05 PM, (5 : 5)
7, D, Allo, 5, 1, Right, 1, Ego, 0, , 4/14/2021 8:53:05 PM, (5 : 7)
7, D, Allo, 5, 1, Down, 1, Ego, 0, , 4/14/2021 8:53:07 PM, (11 : 7)
7, D, Allo, 5, 1, Left, 1, Ego, 0, , 4/14/2021 8:53:07 PM, (11 : 5)
7, D, Allo, 5, 1, Down, 1, Ego, 0, , 4/14/2021 8:53:08 PM, (13 : 5)
7, D, Allo, 5, 1, Right, 1, Ego, 0, , 4/14/2021 8:53:09 PM, (13 : 10)
7, D, Allo, 5, 1, Left, 2, Ego, 0, , 4/14/2021 8:53:10 PM, (13 : 5)
7, D, Allo, 5, 1, Left, 2, Ego, 0, , 4/14/2021 8:53:11 PM, (13 : 3)
7, T, Allo, 5, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:13 PM, (3 : 11)
7, T, Allo, 5, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:14 PM, (5 : 11)
7, T, Allo, 5, 1, Left, 0, Ego, 0, , 4/14/2021 8:53:14 PM, (5 : 9)
7, T, Allo, 5, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:15 PM, (11 : 9)
7, T, Allo, 5, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:16 PM, (11 : 10)
7, T, Allo, 5, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:16 PM, (13 : 10)
7, T, Allo, 5, 1, Left, 0, Ego, 0, , 4/14/2021 8:53:18 PM, (13 : 5)
7, T, Allo, 5, 1, Left, 0, Ego, 0, , 4/14/2021 8:53:18 PM, (13 : 3)
7, T, Allo, 5, 2, Right, 0, Ego, 0, , 4/14/2021 8:53:20 PM, (3 : 11)
7, T, Allo, 5, 2, Down, 0, Ego, 0, , 4/14/2021 8:53:20 PM, (5 : 11)
7, T, Allo, 5, 2, Left, 0, Ego, 0, , 4/14/2021 8:53:21 PM, (5 : 9)
7, T, Allo, 5, 2, Down, 0, Ego, 0, , 4/14/2021 8:53:22 PM, (11 : 9)
7, T, Allo, 5, 2, Right, 0, Ego, 0, , 4/14/2021 8:53:22 PM, (11 : 10)
7, T, Allo, 5, 2, Down, 0, Ego, 0, , 4/14/2021 8:53:23 PM, (13 : 10)
7, T, Allo, 5, 2, Left, 0, Ego, 0, , 4/14/2021 8:53:24 PM, (13 : 5)
7, T, Allo, 5, 2, Left, 0, Ego, 0, , 4/14/2021 8:53:25 PM, (13 : 3)
7, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:26 PM, (1 : 3)
7, D, Allo, 1, 1, Left, 0, Ego, 0, , 4/14/2021 8:53:27 PM, (1 : 1)
7, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:28 PM, (5 : 1)
7, D, Allo, 1, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:28 PM, (5 : 3)
7, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:29 PM, (9 : 3)
7, D, Allo, 1, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:30 PM, (9 : 5)
7, D, Allo, 1, 1, Up, 0, Ego, 0, , 4/14/2021 8:53:31 PM, (5 : 5)
7, D, Allo, 1, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:31 PM, (5 : 7)
7, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:32 PM, (7 : 7)
7, D, Allo, 1, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:32 PM, (7 : 9)
7, D, Allo, 1, 1, Up, 0, Ego, 0, , 4/14/2021 8:53:33 PM, (1 : 9)
7, D, Allo, 1, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:34 PM, (1 : 11)
7, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:34 PM, (3 : 11)
7, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:36 PM, (9 : 11)
7, D, Allo, 1, 1, Left, 0, Ego, 0, , 4/14/2021 8:53:36 PM, (9 : 10)
7, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:36 PM, (11 : 10)
7, D, Allo, 1, 1, Left, 0, Ego, 0, , 4/14/2021 8:53:37 PM, (11 : 9)
7, D, Allo, 1, 1, Right, 1, Ego, 0, , 4/14/2021 8:53:37 PM, (11 : 10)
7, D, Allo, 1, 1, Right, 1, Ego, 0, , 4/14/2021 8:53:38 PM, (11 : 13)
7, D, Allo, 1, 1, Down, 1, Ego, 0, , 4/14/2021 8:53:38 PM, (13 : 13)
7, D, Allo, 1, 1, Left, 1, Ego, 0, , 4/14/2021 8:53:39 PM, (13 : 7)
7, T, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:42 PM, (11 : 1)
7, T, Allo, 1, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:43 PM, (11 : 7)
7, T, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:44 PM, (13 : 7)
7, T, Allo, 1, 2, Down, 0, Ego, 0, , 4/14/2021 8:53:46 PM, (11 : 1)
7, T, Allo, 1, 2, Right, 0, Ego, 0, , 4/14/2021 8:53:47 PM, (11 : 7)
7, T, Allo, 1, 2, Down, 0, Ego, 0, , 4/14/2021 8:53:48 PM, (13 : 7)
7, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:49 PM, (1 : 1)
7, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:50 PM, (5 : 1)
7, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:50 PM, (7 : 1)
7, D, Allo, 2, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:51 PM, (7 : 5)
7, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:51 PM, (8 : 5)
7, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:52 PM, (11 : 5)
7, D, Allo, 2, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:52 PM, (11 : 7)
7, D, Allo, 2, 1, Right, 0, Ego, 0, , 4/14/2021 8:53:53 PM, (11 : 9)
7, T, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:57 PM, (11 : 11)
7, T, Allo, 2, 1, Left, 0, Ego, 0, , 4/14/2021 8:53:57 PM, (11 : 9)
7, T, Allo, 2, 1, Left, 0, Ego, 0, , 4/14/2021 8:53:58 PM, (11 : 7)
7, T, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 8:53:58 PM, (13 : 7)
7, T, Allo, 2, 1, Left, 0, Ego, 0, , 4/14/2021 8:53:59 PM, (13 : 3)
7, T, Allo, 2, 1, Left, 0, Ego, 0, , 4/14/2021 8:54:00 PM, (13 : 1)
7, T, Allo, 2, 1, Right, 1, Ego, 0, , 4/14/2021 8:54:01 PM, (13 : 3)
7, T, Allo, 2, 1, Up, 1, Ego, 0, , 4/14/2021 8:54:01 PM, (11 : 3)
7, T, Allo, 2, 1, Left, 1, Ego, 0, , 4/14/2021 8:54:01 PM, (11 : 1)
7, T, Allo, 2, 1, Up, 1, Ego, 0, , 4/14/2021 8:54:02 PM, (9 : 1)
7, T, Allo, 2, 1, Right, 1, Ego, 0, , 4/14/2021 8:54:03 PM, (9 : 3)
7, T, Allo, 2, 1, Left, 2, Ego, 0, , 4/14/2021 8:54:03 PM, (9 : 1)
7, T, Allo, 2, 1, Down, 3, Ego, 0, , 4/14/2021 8:54:04 PM, (11 : 1)
7, T, Allo, 2, 1, Right, 4, Ego, 0, , 4/14/2021 8:54:05 PM, (11 : 3)
7, T, Allo, 2, 1, Down, 6, Ego, 0, , 4/14/2021 8:54:05 PM, (13 : 3)
7, T, Allo, 2, 1, Right, 7, Ego, 0, , 4/14/2021 8:54:06 PM, (13 : 7)
7, T, Allo, 2, 1, Up, 8, Ego, 0, , 4/14/2021 8:54:06 PM, (11 : 7)
7, T, Allo, 2, 1, Left, 8, Ego, 0, , 4/14/2021 8:54:07 PM, (11 : 5)
7, T, Allo, 2, 1, Up, 8, Ego, 0, , 4/14/2021 8:54:08 PM, (8 : 5)
7, T, Allo, 2, 1, Right, 8, Ego, 0, , 4/14/2021 8:54:08 PM, (8 : 7)
7, T, Allo, 2, 1, Down, 8, Ego, 0, , 4/14/2021 8:54:08 PM, (9 : 7)
7, T, Allo, 2, 1, Right, 8, Ego, 0, , 4/14/2021 8:54:09 PM, (9 : 9)
7, T, Allo, 2, 1, Up, 8, Ego, 0, , 4/14/2021 8:54:10 PM, (3 : 9)
7, T, Allo, 2, 1, Right, 8, Ego, 0, , 4/14/2021 8:54:11 PM, (3 : 11)
7, T, Allo, 2, 1, Down, 9, Ego, 0, , 4/14/2021 8:54:12 PM, (11 : 11)
7, T, Allo, 2, 1, Left, 10, Ego, 0, , 4/14/2021 8:54:13 PM, (11 : 9)
7, T, Allo, 2, 2, Down, 0, Ego, 0, , 4/14/2021 8:54:19 PM, (11 : 11)
7, T, Allo, 2, 2, Left, 0, Ego, 0, , 4/14/2021 8:54:19 PM, (11 : 9)
