ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
63, D, Allo, 3, 1, Down, 0, Ego, 0, , 4/30/2021 4:09:54 PM, (1 : 11)
63, D, Allo, 3, 1, Down, 0, Ego, 0, , 4/30/2021 4:11:00 PM, (1 : 11)
63, D, Allo, 3, 1, Down, 0, Ego, 0, , 4/30/2021 4:11:01 PM, (5 : 11)
63, D, Allo, 3, 1, Right, 0, Ego, 0, , 4/30/2021 4:11:01 PM, (5 : 13)
63, D, Allo, 3, 1, Up, 0, Ego, 0, , 4/30/2021 4:11:02 PM, (3 : 13)
63, D, Allo, 3, 1, Down, 1, Ego, 0, , 4/30/2021 4:11:02 PM, (5 : 13)
63, D, Allo, 3, 1, Left, 2, Ego, 0, , 4/30/2021 4:11:03 PM, (5 : 11)
63, D, Allo, 3, 1, Down, 2, Ego, 0, , 4/30/2021 4:11:03 PM, (7 : 11)
63, D, Allo, 3, 1, Right, 2, Ego, 0, , 4/30/2021 4:11:04 PM, (7 : 13)
63, D, Allo, 3, 1, Down, 2, Ego, 0, , 4/30/2021 4:11:04 PM, (9 : 13)
63, D, Allo, 3, 1, Down, 2, Ego, 0, , 4/30/2021 4:11:05 PM, (13 : 13)
63, T, Allo, 3, 1, Down, 2, Ego, 0, , 4/30/2021 4:12:05 PM, (7 : 3)
63, T, Allo, 3, 1, Down, 2, Ego, 0, , 4/30/2021 4:12:06 PM, (11 : 3)
63, T, Allo, 3, 1, Left, 2, Ego, 0, , 4/30/2021 4:12:07 PM, (11 : 1)
63, T, Allo, 3, 1, Down, 2, Ego, 0, , 4/30/2021 4:12:07 PM, (13 : 1)
63, T, Allo, 3, 1, Right, 2, Ego, 0, , 4/30/2021 4:12:08 PM, (13 : 7)
63, T, Allo, 3, 1, Up, 2, Ego, 0, , 4/30/2021 4:12:09 PM, (11 : 7)
63, T, Allo, 3, 1, Right, 2, Ego, 0, , 4/30/2021 4:12:09 PM, (11 : 9)
63, T, Allo, 3, 1, Down, 2, Ego, 0, , 4/30/2021 4:12:10 PM, (13 : 9)
63, T, Allo, 3, 1, Right, 2, Ego, 0, , 4/30/2021 4:12:11 PM, (13 : 13)
