ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
39, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/27/2021 3:13:47 PM, (1 : 3)
39, D, Allo, 1, 1, Left, 0, Ego, 0, , 4/27/2021 3:13:47 PM, (1 : 1)
39, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/27/2021 3:13:48 PM, (5 : 1)
39, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/27/2021 3:13:50 PM, (11 : 1)
39, D, Allo, 1, 1, Right, 0, Ego, 29, , 4/27/2021 3:13:51 PM, (11 : 7)
39, D, Allo, 1, 1, Down, 0, Ego, 29, , 4/27/2021 3:13:52 PM, (13 : 7)
39, D, Allo, 1, 1, Up, 1, Ego, 29, , 4/27/2021 3:13:52 PM, (11 : 7)
39, D, Allo, 1, 1, Down, 2, Ego, 29, , 4/27/2021 3:13:53 PM, (13 : 7)
39, D, Allo, 1, 1, Up, 5, Ego, 0, , 4/27/2021 3:14:07 PM, (11 : 7)
39, D, Allo, 1, 1, Down, 7, Ego, 0, , 4/27/2021 3:14:08 PM, (13 : 7)
39, D, Allo, 1, 1, Up, 10, Ego, 0, , 4/27/2021 3:14:08 PM, (11 : 7)
39, D, Allo, 1, 1, Down, 13, Ego, 0, , 4/27/2021 3:14:09 PM, (13 : 7)
39, D, Allo, 1, 1, Up, 17, Ego, 45, , 4/27/2021 3:14:09 PM, (11 : 7)
39, D, Allo, 1, 1, Down, 21, Ego, 45, , 4/27/2021 3:14:10 PM, (13 : 7)
39, T, Allo, 1, 1, Left, 0, Ego, 0, , 4/27/2021 3:14:13 PM, (3 : 5)
39, T, Allo, 1, 1, Down, 0, Ego, 0, , 4/27/2021 3:14:14 PM, (5 : 5)
39, T, Allo, 1, 1, Down, 0, Ego, 0, , 4/27/2021 3:14:14 PM, (9 : 5)
