ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
60, D, Ego, 5, 1, Forward, 0, Ego, 32, , 4/28/2021 1:49:18 PM, (1 : 1)
60, T, Allo, 5, 1, Right, 0, Ego, 0, , 4/30/2021 3:37:16 PM, (9 : 13)
60, T, Allo, 5, 1, Down, 0, Ego, 0, , 4/30/2021 3:37:16 PM, (10 : 13)
60, T, Allo, 5, 1, Down, 0, Ego, 0, , 4/30/2021 3:37:17 PM, (14 : 13)
60, T, Allo, 5, 1, Left, 0, Ego, 0, , 4/30/2021 3:37:19 PM, (14 : 6)
60, T, Allo, 5, 2, Right, 0, Ego, 0, , 4/30/2021 3:37:22 PM, (9 : 13)
60, T, Allo, 5, 2, Down, 0, Ego, 0, , 4/30/2021 3:37:22 PM, (10 : 13)
60, T, Allo, 5, 2, Down, 0, Ego, 0, , 4/30/2021 3:37:23 PM, (14 : 13)
60, T, Allo, 5, 2, Left, 0, Ego, 0, , 4/30/2021 3:37:25 PM, (14 : 6)
60, D, Allo, 3, 1, Down, 0, Ego, 23, , 4/30/2021 3:37:27 PM, (1 : 11)
60, D, Allo, 3, 1, Down, 0, Ego, 23, , 4/30/2021 3:37:29 PM, (5 : 11)
60, D, Allo, 3, 1, Down, 0, Ego, 23, , 4/30/2021 3:37:29 PM, (7 : 11)
60, D, Allo, 3, 1, Down, 0, Ego, 23, , 4/30/2021 3:37:30 PM, (9 : 11)
60, D, Allo, 3, 1, Left, 0, Ego, 23, , 4/30/2021 3:37:31 PM, (9 : 5)
60, D, Allo, 3, 1, Down, 0, Ego, 23, , 4/30/2021 3:37:32 PM, (13 : 5)
60, D, Allo, 3, 1, Left, 0, Ego, 23, , 4/30/2021 3:37:33 PM, (13 : 1)
60, D, Allo, 3, 1, Up, 0, Ego, 23, , 4/30/2021 3:37:34 PM, (11 : 1)
60, D, Allo, 3, 1, Right, 0, Ego, 23, , 4/30/2021 3:37:34 PM, (11 : 3)
60, D, Allo, 3, 1, Up, 0, Ego, 23, , 4/30/2021 3:37:35 PM, (7 : 3)
60, D, Allo, 3, 1, Left, 0, Ego, 23, , 4/30/2021 3:37:36 PM, (7 : 1)
60, D, Allo, 3, 1, Up, 0, Ego, 23, , 4/30/2021 3:37:37 PM, (3 : 1)
60, D, Allo, 3, 1, Right, 1, Ego, 0, , 4/30/2021 3:37:39 PM, (3 : 5)
60, D, Allo, 3, 1, Up, 1, Ego, 0, , 4/30/2021 3:37:39 PM, (1 : 5)
60, D, Allo, 3, 1, Left, 1, Ego, 0, , 4/30/2021 3:37:40 PM, (1 : 1)
60, D, Allo, 3, 1, Right, 2, Ego, 0, , 4/30/2021 3:37:41 PM, (1 : 5)
60, D, Allo, 3, 1, Down, 3, Ego, 0, , 4/30/2021 3:37:41 PM, (3 : 5)
60, D, Allo, 3, 1, Down, 3, Ego, 0, , 4/30/2021 3:37:42 PM, (5 : 5)
60, D, Allo, 3, 1, Right, 3, Ego, 32, , 4/30/2021 3:37:42 PM, (5 : 7)
60, D, Allo, 3, 1, Up, 3, Ego, 32, , 4/30/2021 3:37:43 PM, (3 : 7)
60, D, Allo, 3, 1, Right, 3, Ego, 32, , 4/30/2021 3:37:43 PM, (3 : 9)
60, D, Allo, 3, 1, Down, 3, Ego, 32, , 4/30/2021 3:37:44 PM, (7 : 9)
60, D, Allo, 3, 1, Left, 3, Ego, 32, , 4/30/2021 3:37:45 PM, (7 : 5)
60, D, Allo, 3, 1, Down, 4, Ego, 32, , 4/30/2021 3:37:46 PM, (13 : 5)
60, D, Allo, 3, 1, Right, 4, Ego, 32, , 4/30/2021 3:37:46 PM, (13 : 7)
60, D, Allo, 3, 1, Up, 4, Ego, 32, , 4/30/2021 3:37:47 PM, (11 : 7)
60, D, Allo, 3, 1, Right, 4, Ego, 32, , 4/30/2021 3:37:47 PM, (11 : 9)
60, D, Allo, 3, 1, Down, 4, Ego, 32, , 4/30/2021 3:37:48 PM, (13 : 9)
60, D, Allo, 3, 1, Right, 4, Ego, 32, , 4/30/2021 3:37:49 PM, (13 : 13)
60, D, Allo, 3, 1, NULL, 4, Ego, 32, n, 4/30/2021 3:37:53 PM, (13 : 13)
60, D, Allo, 3, 1, Up, 4, Ego, 0, , 4/30/2021 3:37:55 PM, (9 : 13)
60, D, Allo, 3, 1, Down, 5, Ego, 0, , 4/30/2021 3:37:56 PM, (13 : 13)
