ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
2, D, Ego, 3, 1, Forward, 0, Ego, 0, , 4/14/2021 8:10:49 PM, (1 : 11)
2, T, Ego, 4, 2, Rotate Right, 0, Ego, 0, , 4/14/2021 8:11:52 PM, (7 : 2)
2, T, Ego, 4, 2, Forward, 0, Ego, 0, , 4/14/2021 8:11:53 PM, (7 : 1)
2, T, Ego, 4, 2, Rotate Left, 0, Ego, 0, , 4/14/2021 8:11:53 PM, (7 : 1)
2, T, Ego, 4, 2, Forward, 0, Ego, 0, , 4/14/2021 8:11:54 PM, (13 : 1)
2, T, Ego, 4, 2, Rotate Left, 0, Ego, 0, , 4/14/2021 8:11:54 PM, (13 : 1)
2, T, Ego, 4, 2, Forward, 0, Ego, 0, , 4/14/2021 8:11:55 PM, (13 : 3)
2, T, Ego, 4, 2, Rotate Left, 0, Ego, 0, , 4/14/2021 8:11:55 PM, (13 : 3)
2, T, Ego, 4, 2, Forward, 0, Ego, 0, , 4/14/2021 8:11:56 PM, (11 : 3)
2, T, Ego, 4, 2, Rotate Right, 0, Ego, 0, , 4/14/2021 8:11:56 PM, (11 : 3)
2, T, Ego, 4, 2, Forward, 0, Ego, 0, , 4/14/2021 8:11:56 PM, (11 : 5)
2, T, Ego, 4, 2, Rotate Right, 0, Ego, 0, , 4/14/2021 8:11:57 PM, (11 : 5)
2, T, Ego, 4, 2, Forward, 0, Ego, 0, , 4/14/2021 8:11:57 PM, (13 : 5)
