ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
64, D, Allo, 3, 1, Down, 0, Ego, 0, , 4/30/2021 4:15:04 PM, (1 : 11)
