ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
36, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/27/2021 2:42:59 PM, (1 : 3)
36, D, Allo, 1, 1, Left, 0, Ego, 0, , 4/27/2021 2:43:00 PM, (1 : 1)
36, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/27/2021 2:43:01 PM, (5 : 1)
36, D, Allo, 1, 1, Right, 0, Ego, 18, , 4/27/2021 2:43:02 PM, (5 : 3)
36, D, Allo, 1, 1, Left, 1, Ego, 18, , 4/27/2021 2:43:02 PM, (5 : 1)
36, D, Allo, 1, 1, Down, 1, Ego, 18, , 4/27/2021 2:43:03 PM, (11 : 1)
36, D, Allo, 1, 1, Right, 1, Ego, 18, , 4/27/2021 2:43:05 PM, (11 : 7)
36, D, Allo, 1, 1, Down, 1, Ego, 18, , 4/27/2021 2:43:05 PM, (13 : 7)
36, T, Allo, 1, 1, Left, 0, Ego, 0, , 4/27/2021 2:43:09 PM, (3 : 5)
36, T, Allo, 1, 1, Left, 0, Ego, 0, , 4/27/2021 2:43:10 PM, (3 : 3)
36, T, Allo, 1, 1, Down, 0, Ego, 0, , 4/27/2021 2:43:10 PM, (5 : 3)
36, T, Allo, 1, 1, Left, 0, Ego, 0, , 4/27/2021 2:43:11 PM, (5 : 1)
36, T, Allo, 1, 1, Down, 0, Ego, 0, , 4/27/2021 2:43:12 PM, (11 : 1)
36, T, Allo, 1, 1, Right, 0, Ego, 0, , 4/27/2021 2:43:13 PM, (11 : 7)
36, T, Allo, 1, 1, Down, 0, Ego, 0, , 4/27/2021 2:43:14 PM, (13 : 7)
36, T, Allo, 1, 2, Left, 0, Ego, 0, , 4/27/2021 2:43:16 PM, (3 : 5)
36, T, Allo, 1, 2, Down, 0, Ego, 0, , 4/27/2021 2:43:17 PM, (5 : 5)
36, T, Allo, 1, 2, Right, 0, Ego, 0, , 4/27/2021 2:43:17 PM, (5 : 7)
36, T, Allo, 1, 2, Left, 1, Ego, 0, , 4/27/2021 2:43:18 PM, (5 : 5)
36, T, Allo, 1, 2, Right, 2, Ego, 0, , 4/27/2021 2:43:19 PM, (5 : 7)
36, T, Allo, 1, 2, Left, 4, Ego, 0, , 4/27/2021 2:43:19 PM, (5 : 5)
36, T, Allo, 1, 2, Up, 5, Ego, 0, , 4/27/2021 2:43:20 PM, (3 : 5)
36, T, Allo, 1, 2, Left, 5, Ego, 0, , 4/27/2021 2:43:20 PM, (3 : 3)
36, T, Allo, 1, 2, Down, 5, Ego, 0, , 4/27/2021 2:43:20 PM, (5 : 3)
36, T, Allo, 1, 2, Left, 5, Ego, 0, , 4/27/2021 2:43:21 PM, (5 : 1)
36, T, Allo, 1, 2, Down, 5, Ego, 0, , 4/27/2021 2:43:22 PM, (11 : 1)
36, T, Allo, 1, 2, Right, 5, Ego, 0, , 4/27/2021 2:43:23 PM, (11 : 7)
36, T, Allo, 1, 2, Down, 5, Ego, 0, , 4/27/2021 2:43:24 PM, (13 : 7)
36, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/27/2021 2:43:28 PM, (1 : 1)
36, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/27/2021 2:43:29 PM, (5 : 1)
36, D, Allo, 2, 1, Right, 0, Ego, 48, , 4/27/2021 2:43:30 PM, (5 : 5)
36, D, Allo, 2, 1, NULL, 1, Ego, 48, n, 4/27/2021 2:43:40 PM, (5 : 5)
36, D, Allo, 2, 1, Left, 2, Ego, 0, , 4/27/2021 2:43:41 PM, (5 : 1)
36, D, Allo, 2, 1, Down, 2, Ego, 0, , 4/27/2021 2:43:42 PM, (7 : 1)
36, D, Allo, 2, 1, Right, 2, Ego, 0, , 4/27/2021 2:43:43 PM, (7 : 5)
36, D, Allo, 2, 1, Down, 2, Ego, 21, , 4/27/2021 2:43:44 PM, (8 : 5)
36, D, Allo, 2, 1, Down, 2, Ego, 21, , 4/27/2021 2:43:45 PM, (11 : 5)
36, D, Allo, 2, 1, Right, 2, Ego, 21, , 4/27/2021 2:43:46 PM, (11 : 7)
