ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
1, D, Ego, 4, 1, Forward, 0, Ego, 0, , 4/14/2021 7:43:22 PM, (7 : 1)
1, D, Ego, 4, 1, Rotate Left, 0, Ego, 0, , 4/14/2021 7:43:22 PM, (7 : 1)
1, D, Ego, 4, 1, Forward, 0, Ego, 0, , 4/14/2021 7:43:24 PM, (13 : 1)
1, D, Ego, 4, 1, Rotate Left, 0, Ego, 0, , 4/14/2021 7:43:24 PM, (13 : 1)
1, D, Ego, 4, 1, Forward, 0, Ego, 0, , 4/14/2021 7:43:25 PM, (13 : 3)
1, D, Ego, 4, 1, Rotate Left, 0, Ego, 0, , 4/14/2021 7:43:25 PM, (13 : 3)
1, D, Ego, 4, 1, Forward, 0, Ego, 0, , 4/14/2021 7:43:26 PM, (11 : 3)
1, D, Ego, 4, 1, Rotate Right, 0, Ego, 0, , 4/14/2021 7:43:26 PM, (11 : 3)
1, D, Ego, 4, 1, Forward, 0, Ego, 0, , 4/14/2021 7:43:26 PM, (11 : 5)
1, D, Ego, 4, 1, Rotate Right, 0, Ego, 0, , 4/14/2021 7:43:26 PM, (11 : 5)
1, D, Ego, 4, 1, Forward, 0, Ego, 0, , 4/14/2021 7:43:27 PM, (13 : 5)
1, T, Ego, 4, 1, Forward, 0, Ego, 0, , 4/14/2021 7:43:29 PM, (7 : 2)
1, T, Ego, 4, 1, Rotate Right, 0, Ego, 0, , 4/14/2021 7:43:29 PM, (7 : 2)
1, T, Ego, 4, 1, Rotate Left, 0, Ego, 0, , 4/14/2021 7:43:29 PM, (7 : 2)
1, T, Ego, 4, 1, Forward, 0, Ego, 0, , 4/14/2021 7:43:30 PM, (7 : 3)
1, T, Ego, 4, 1, Rotate Right, 0, Ego, 0, , 4/14/2021 7:43:30 PM, (7 : 3)
1, T, Ego, 4, 1, Forward, 0, Ego, 0, , 4/14/2021 7:43:30 PM, (9 : 3)
1, T, Ego, 4, 1, Rotate Left, 0, Ego, 0, , 4/14/2021 7:43:30 PM, (9 : 3)
1, T, Ego, 4, 1, Rotate Left, 0, Ego, 0, , 4/14/2021 7:43:31 PM, (9 : 3)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:31 PM, (7 : 3)
1, T, Ego, 4, 1, Rotate Right, 1, Ego, 0, , 4/14/2021 7:43:31 PM, (7 : 3)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:32 PM, (7 : 7)
1, T, Ego, 4, 1, Rotate Left, 1, Ego, 0, , 4/14/2021 7:43:33 PM, (7 : 7)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:33 PM, (5 : 7)
1, T, Ego, 4, 1, Rotate Right, 1, Ego, 0, , 4/14/2021 7:43:33 PM, (5 : 7)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:34 PM, (5 : 9)
1, T, Ego, 4, 1, Rotate Right, 1, Ego, 0, , 4/14/2021 7:43:34 PM, (5 : 9)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:35 PM, (7 : 9)
1, T, Ego, 4, 1, Rotate Left, 1, Ego, 0, , 4/14/2021 7:43:35 PM, (7 : 9)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:35 PM, (7 : 11)
1, T, Ego, 4, 1, Rotate Left, 1, Ego, 0, , 4/14/2021 7:43:35 PM, (7 : 11)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:37 PM, (3 : 11)
1, T, Ego, 4, 1, Rotate Left, 1, Ego, 0, , 4/14/2021 7:43:37 PM, (3 : 11)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:37 PM, (3 : 9)
1, T, Ego, 4, 1, Rotate Right, 1, Ego, 0, , 4/14/2021 7:43:38 PM, (3 : 9)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:38 PM, (1 : 9)
1, T, Ego, 4, 1, Rotate Right, 1, Ego, 0, , 4/14/2021 7:43:38 PM, (1 : 9)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:39 PM, (1 : 13)
1, T, Ego, 4, 1, Rotate Right, 1, Ego, 0, , 4/14/2021 7:43:39 PM, (1 : 13)
1, T, Ego, 4, 1, Forward, 1, Ego, 0, , 4/14/2021 7:43:41 PM, (6 : 13)
1, T, Ego, 4, 1, Rotate Left, 1, Ego, 0, , 4/14/2021 7:43:41 PM, (6 : 13)
1, T, Ego, 4, 1, Rotate Left, 1, Ego, 0, , 4/14/2021 7:43:41 PM, (6 : 13)
1, T, Ego, 4, 1, Forward, 2, Ego, 0, , 4/14/2021 7:43:43 PM, (1 : 13)
1, T, Ego, 4, 1, Rotate Left, 2, Ego, 0, , 4/14/2021 7:43:43 PM, (1 : 13)
1, T, Ego, 4, 1, Forward, 3, Ego, 0, , 4/14/2021 7:43:44 PM, (1 : 9)
1, T, Ego, 4, 1, Rotate Left, 3, Ego, 0, , 4/14/2021 7:43:44 PM, (1 : 9)
