ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
12, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 9:46:35 PM, (1 : 1)
12, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 9:46:36 PM, (5 : 1)
12, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 9:46:37 PM, (7 : 1)
12, D, Allo, 2, 1, Right, 0, Ego, 0, , 4/14/2021 9:46:38 PM, (7 : 5)
12, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 9:46:38 PM, (8 : 5)
12, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 9:46:39 PM, (11 : 5)
12, D, Allo, 2, 1, Right, 0, Ego, 0, , 4/14/2021 9:46:40 PM, (11 : 7)
12, D, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 9:46:40 PM, (13 : 7)
12, D, Allo, 2, 1, Left, 0, Ego, 0, , 4/14/2021 9:46:41 PM, (13 : 3)
12, D, Allo, 2, 1, Left, 0, Ego, 0, , 4/14/2021 9:46:42 PM, (13 : 1)
12, D, Allo, 2, 1, Right, 1, Ego, 0, , 4/14/2021 9:46:42 PM, (13 : 3)
12, D, Allo, 2, 1, Up, 1, Ego, 0, , 4/14/2021 9:46:43 PM, (11 : 3)
12, D, Allo, 2, 1, Left, 1, Ego, 0, , 4/14/2021 9:46:43 PM, (11 : 1)
12, D, Allo, 2, 1, Up, 1, Ego, 0, , 4/14/2021 9:46:44 PM, (9 : 1)
12, D, Allo, 2, 1, Right, 1, Ego, 0, , 4/14/2021 9:46:45 PM, (9 : 3)
12, D, Allo, 2, 1, Left, 2, Ego, 0, , 4/14/2021 9:46:45 PM, (9 : 1)
12, D, Allo, 2, 1, Down, 3, Ego, 0, , 4/14/2021 9:46:46 PM, (11 : 1)
12, D, Allo, 2, 1, Right, 4, Ego, 0, , 4/14/2021 9:46:47 PM, (11 : 3)
12, D, Allo, 2, 1, Down, 6, Ego, 0, , 4/14/2021 9:46:47 PM, (13 : 3)
12, D, Allo, 2, 1, Right, 7, Ego, 0, , 4/14/2021 9:46:48 PM, (13 : 7)
12, D, Allo, 2, 1, Up, 8, Ego, 0, , 4/14/2021 9:46:49 PM, (11 : 7)
12, D, Allo, 2, 1, Right, 8, Ego, 0, , 4/14/2021 9:46:49 PM, (11 : 9)
12, T, Allo, 2, 1, Left, 0, Ego, 0, , 4/14/2021 9:46:51 PM, (8 : 5)
12, T, Allo, 2, 1, Down, 0, Ego, 0, , 4/14/2021 9:46:52 PM, (11 : 5)
12, T, Allo, 2, 1, Right, 0, Ego, 0, , 4/14/2021 9:46:52 PM, (11 : 7)
12, T, Allo, 2, 1, Right, 0, Ego, 0, , 4/14/2021 9:46:53 PM, (11 : 9)
12, T, Allo, 2, 2, Left, 0, Ego, 0, , 4/14/2021 9:46:55 PM, (8 : 5)
12, T, Allo, 2, 2, Down, 0, Ego, 0, , 4/14/2021 9:46:56 PM, (11 : 5)
12, T, Allo, 2, 2, Right, 0, Ego, 0, , 4/14/2021 9:46:57 PM, (11 : 7)
12, T, Allo, 2, 2, Right, 0, Ego, 0, , 4/14/2021 9:46:57 PM, (11 : 9)
12, D, Allo, 1, 1, Start, 0, Ego, 0, , 4/14/2021 9:46:59 PM, (0 : 3)
12, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 9:46:59 PM, (1 : 3)
12, D, Allo, 1, 1, Right, 0, Ego, 0, , 4/14/2021 9:47:00 PM, (1 : 7)
12, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 9:47:00 PM, (3 : 7)
12, D, Allo, 1, 1, Left, 0, Ego, 0, , 4/14/2021 9:47:01 PM, (3 : 5)
12, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 9:47:01 PM, (5 : 5)
12, D, Allo, 1, 1, Right, 0, Ego, 0, , 4/14/2021 9:47:02 PM, (5 : 7)
12, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 9:47:03 PM, (7 : 7)
12, D, Allo, 1, 1, Right, 0, Ego, 0, , 4/14/2021 9:47:03 PM, (7 : 9)
12, D, Allo, 1, 1, Up, 0, Ego, 0, , 4/14/2021 9:47:04 PM, (1 : 9)
12, D, Allo, 1, 1, Right, 0, Ego, 0, , 4/14/2021 9:47:05 PM, (1 : 11)
12, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 9:47:05 PM, (3 : 11)
12, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 9:47:07 PM, (9 : 11)
12, D, Allo, 1, 1, Left, 0, Ego, 0, , 4/14/2021 9:47:07 PM, (9 : 10)
12, D, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 9:47:08 PM, (11 : 10)
12, D, Allo, 1, 1, Left, 0, Ego, 0, , 4/14/2021 9:47:09 PM, (11 : 9)
12, D, Allo, 1, 1, Right, 1, Ego, 0, , 4/14/2021 9:47:09 PM, (11 : 10)
12, D, Allo, 1, 1, Right, 1, Ego, 0, , 4/14/2021 9:47:10 PM, (11 : 13)
12, D, Allo, 1, 1, Down, 1, Ego, 0, , 4/14/2021 9:47:10 PM, (13 : 13)
12, D, Allo, 1, 1, Left, 1, Ego, 0, , 4/14/2021 9:47:12 PM, (13 : 7)
12, T, Allo, 1, 1, Down, 0, Ego, 0, , 4/14/2021 9:47:14 PM, (9 : 5)
12, T, Allo, 1, 1, Left, 0, Ego, 0, , 4/14/2021 9:47:14 PM, (9 : 3)
12, T, Allo, 1, 1, Up, 0, Ego, 0, , 4/14/2021 9:47:15 PM, (5 : 3)
