ParticipantID, DataType, MazeType, MazeNumber, AttemptNumber, Movement, Error, AudioType, AudioCue, AudioAnswer, Time, MazeLocation, Gender, VideoGame
40, D, Ego, 1, 1, Forward, 0, Ego, 0, , 4/27/2021 3:41:00 PM, (1 : 3)
40, T, Ego, 1, 1, Forward, 0, Ego, 0, , 4/27/2021 3:41:23 PM, (3 : 5)
40, T, Ego, 1, 1, Rotate Left, 0, Ego, 0, , 4/27/2021 3:41:23 PM, (3 : 5)
40, T, Ego, 1, 1, Forward, 0, Ego, 0, , 4/27/2021 3:41:24 PM, (5 : 5)
40, T, Ego, 1, 1, Forward, 0, Ego, 0, , 4/27/2021 3:41:25 PM, (9 : 5)
40, T, Ego, 1, 1, Rotate Right, 0, Ego, 0, , 4/27/2021 3:41:25 PM, (9 : 5)
40, T, Ego, 1, 1, Forward, 0, Ego, 0, , 4/27/2021 3:41:26 PM, (9 : 3)
40, T, Ego, 1, 1, Rotate Right, 0, Ego, 0, , 4/27/2021 3:41:26 PM, (9 : 3)
40, T, Ego, 1, 1, Forward, 0, Ego, 0, , 4/27/2021 3:41:27 PM, (5 : 3)
40, T, Ego, 1, 1, Rotate Left, 0, Ego, 0, , 4/27/2021 3:41:27 PM, (5 : 3)
40, T, Ego, 1, 1, Forward, 0, Ego, 0, , 4/27/2021 3:41:28 PM, (5 : 1)
40, T, Ego, 1, 1, Rotate Left, 0, Ego, 0, , 4/27/2021 3:41:28 PM, (5 : 1)
40, T, Ego, 1, 1, Forward, 0, Ego, 0, , 4/27/2021 3:41:29 PM, (11 : 1)
40, T, Ego, 1, 1, Rotate Left, 0, Ego, 0, , 4/27/2021 3:41:29 PM, (11 : 1)
40, T, Ego, 1, 1, Forward, 0, Ego, 0, , 4/27/2021 3:41:31 PM, (11 : 7)
40, T, Ego, 1, 1, Rotate Right, 0, Ego, 0, , 4/27/2021 3:41:31 PM, (11 : 7)
40, T, Ego, 1, 1, Forward, 0, Ego, 0, , 4/27/2021 3:41:32 PM, (13 : 7)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:40 PM, (1 : 1)
40, T, Ego, 1, 2, Rotate Right, 0, Ego, 0, , 4/27/2021 3:41:40 PM, (1 : 1)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:41 PM, (1 : 3)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:42 PM, (1 : 7)
40, T, Ego, 1, 2, Rotate Right, 0, Ego, 0, , 4/27/2021 3:41:42 PM, (1 : 7)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:43 PM, (3 : 7)
40, T, Ego, 1, 2, Rotate Right, 0, Ego, 0, , 4/27/2021 3:41:43 PM, (3 : 7)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:43 PM, (3 : 5)
40, T, Ego, 1, 2, Rotate Left, 0, Ego, 0, , 4/27/2021 3:41:44 PM, (3 : 5)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:44 PM, (5 : 5)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:45 PM, (9 : 5)
40, T, Ego, 1, 2, Rotate Right, 0, Ego, 0, , 4/27/2021 3:41:45 PM, (9 : 5)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:46 PM, (9 : 3)
40, T, Ego, 1, 2, Rotate Right, 0, Ego, 0, , 4/27/2021 3:41:46 PM, (9 : 3)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:47 PM, (5 : 3)
40, T, Ego, 1, 2, Rotate Left, 0, Ego, 0, , 4/27/2021 3:41:47 PM, (5 : 3)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:48 PM, (5 : 1)
40, T, Ego, 1, 2, Rotate Left, 0, Ego, 0, , 4/27/2021 3:41:48 PM, (5 : 1)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:49 PM, (11 : 1)
40, T, Ego, 1, 2, Rotate Left, 0, Ego, 0, , 4/27/2021 3:41:50 PM, (11 : 1)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:51 PM, (11 : 7)
40, T, Ego, 1, 2, Rotate Right, 0, Ego, 0, , 4/27/2021 3:41:51 PM, (11 : 7)
40, T, Ego, 1, 2, Forward, 0, Ego, 0, , 4/27/2021 3:41:52 PM, (13 : 7)
